Image Data,Label
[0.2627451  0.25882354 0.25882354 ... 0.5568628  0.54901963 0.53333336],0
[0.28235295 0.28235295 0.28627452 ... 0.14117648 0.1254902  0.1254902 ],0
[0.39215687 0.39607844 0.4        ... 0.83137256 0.79607844 0.7137255 ],0
[0.63529414 0.53333336 0.5568628  ... 0.1764706  0.19215687 0.49803922],0
[0.5294118  0.19607843 0.15294118 ... 0.27450982 0.25490198 0.22745098],0
[0.34117648 0.34509805 0.34509805 ... 0.07058824 0.07058824 0.06666667],0
[0.62352943 0.7254902  0.79607844 ... 0.78039217 0.72156864 0.5647059 ],0
[0.5921569  0.6117647  0.65882355 ... 0.3372549  0.3254902  0.2901961 ],0
[0.96862745 0.972549   0.96862745 ... 0.5568628  0.56078434 0.5686275 ],0
[0.65882355 0.64705884 0.6666667  ... 0.27058825 0.21176471 0.20392157],0
[0.02352941 0.02352941 0.02352941 ... 0.5411765  0.49411765 0.3372549 ],0
[0.34117648 0.34509805 0.34117648 ... 0.13333334 0.15686275 0.15686275],0
[0.3529412  0.37254903 0.39607844 ... 0.00392157 0.00392157 0.00784314],0
[0.38039216 0.39607844 0.4        ... 0.34117648 0.3529412  0.34901962],0
[0.20392157 0.20784314 0.1882353  ... 0.28627452 0.2901961  0.28627452],0
[0.31764707 0.34509805 0.38039216 ... 0.13725491 0.18039216 0.19607843],0
[0.5803922  0.5764706  0.57254905 ... 0.7137255  0.7254902  0.7254902 ],0
[0.2784314  0.30588236 0.3882353  ... 0.7411765  0.7411765  0.7411765 ],0
[0.61960787 0.64705884 0.6862745  ... 0.4627451  0.3764706  0.40392157],0
[0.12156863 0.22745098 0.2509804  ... 0.24313726 0.3764706  0.30980393],0
[0.41960785 0.42352942 0.68235296 ... 0.22352941 0.18039216 0.2       ],0
[0.17254902 0.13725491 0.1254902  ... 0.22745098 0.21176471 0.20784314],0
[0.9607843  0.9647059  0.95686275 ... 0.61960787 0.6901961  0.6784314 ],0
[0.30980393 0.30980393 0.30980393 ... 0.5568628  0.5686275  0.5372549 ],0
[1.         1.         1.         ... 0.44313726 0.44705883 0.44313726],0
[0.09803922 0.16470589 0.26666668 ... 0.09803922 0.16470589 0.19215687],0
[0.27058825 0.27058825 0.27058825 ... 0.3372549  0.32156864 0.28235295],0
[0.63529414 0.60784316 0.6117647  ... 0.14117648 0.04313726 0.03137255],0
[0.7529412  0.6901961  0.69411767 ... 0.08235294 0.1764706  0.16078432],0
[0.4        0.4        0.39607844 ... 0.68235296 0.72156864 0.73333335],0
[0.56078434 0.5647059  0.6627451  ... 0.34509805 0.30980393 0.2       ],0
[0.43137255 0.44313726 0.45882353 ... 0.19215687 0.18431373 0.15686275],0
[0.8039216  0.8862745  0.9607843  ... 0.3529412  0.43137255 0.41960785],0
[0.5647059  0.5647059  0.54509807 ... 0.15686275 0.13333334 0.11372549],0
[0.11372549 0.1254902  0.13725491 ... 0.2509804  0.24705882 0.24705882],0
[0.16078432 0.2        0.21960784 ... 0.28627452 0.25490198 0.23137255],0
[0.42745098 0.44313726 0.46666667 ... 0.16470589 0.19215687 0.29411766],0
[0.47058824 0.5058824  0.61960787 ... 0.3882353  0.3019608  0.1882353 ],0
[0.56078434 0.5686275  0.58431375 ... 0.03921569 0.0627451  0.07450981],0
[0.45882353 0.7058824  0.84705883 ... 0.26666668 0.2901961  0.25882354],0
[0.6156863  0.61960787 0.61960787 ... 0.02352941 0.02745098 0.02352941],0
[0.29411766 0.29803923 0.3019608  ... 0.8156863  0.80784315 0.62352943],0
[0.72156864 0.70980394 0.69411767 ... 0.1764706  0.19607843 0.16862746],0
[0.37254903 0.36078432 0.35686275 ... 0.2784314  0.21176471 0.20392157],0
[0.5176471  0.5176471  0.49019608 ... 0.3137255  0.34117648 0.34509805],0
[0.15294118 0.17254902 0.19607843 ... 0.11372549 0.11372549 0.08235294],0
[0.8901961  0.8862745  0.89411765 ... 0.16078432 0.24313726 0.20392157],0
[0.15686275 0.14117648 0.13333334 ... 0.6627451  0.6745098  0.6666667 ],0
[0.2        0.2        0.20392157 ... 0.4392157  0.44705883 0.43137255],0
[0.6745098  0.6784314  0.68235296 ... 0.32941177 0.42352942 0.54509807],0
[0.2509804  0.24705882 0.24705882 ... 0.43529412 0.40392157 0.38431373],0
[0.67058825 0.6313726  0.60784316 ... 0.17254902 0.3019608  0.38431373],0
[0.3764706  0.83137256 0.8862745  ... 0.13725491 0.18039216 0.29803923],0
[0.8039216  0.80784315 0.8117647  ... 0.34117648 0.34117648 0.3372549 ],0
[0.52156866 0.54509807 0.5647059  ... 0.49803922 0.5058824  0.5019608 ],0
[0.40392157 0.5019608  0.47843137 ... 0.24313726 0.5019608  0.63529414],0
[0.18431373 0.1764706  0.1764706  ... 0.8352941  0.8352941  0.83137256],0
[0.91764706 0.9098039  0.89411765 ... 0.34901962 0.4        0.4627451 ],0
[0.09019608 0.0627451  0.27450982 ... 0.4745098  0.4745098  0.3882353 ],0
[1.         1.         1.         ... 0.18431373 0.1254902  0.14117648],0
[0.32156864 0.3254902  0.33333334 ... 0.         0.00392157 0.04705882],0
[0.42352942 0.46666667 0.44705883 ... 0.01960784 0.01568628 0.01568628],0
[0.25490198 0.23137255 0.23921569 ... 0.1764706  0.15686275 0.16078432],0
[0.6901961  0.7058824  0.69411767 ... 0.4        0.39215687 0.4       ],0
[0.10588235 0.09803922 0.09019608 ... 0.23921569 0.25490198 0.2627451 ],0
[0.01568628 0.01960784 0.01960784 ... 0.10980392 0.09411765 0.1254902 ],0
[0.56078434 0.6901961  0.7176471  ... 0.1764706  0.16470589 0.18039216],0
[0.45882353 0.45882353 0.4627451  ... 0.07450981 0.16470589 0.24313726],0
[0.68235296 0.67058825 0.6627451  ... 0.24313726 0.15294118 0.19607843],0
[0.42745098 0.5294118  0.72156864 ... 0.2784314  0.27450982 0.2627451 ],0
[0.6431373  0.65882355 0.70980394 ... 0.38039216 0.43529412 0.45490196],0
[0.7176471  0.72156864 0.73333335 ... 0.28627452 0.22745098 0.25882354],0
[0.50980395 0.57254905 0.56078434 ... 0.44313726 0.44313726 0.44313726],0
[0.12941177 0.2        0.12156863 ... 0.2627451  0.0627451  0.02745098],0
[0.11764706 0.12941177 0.13333334 ... 0.39607844 0.36862746 0.32941177],0
[0.22352941 0.34117648 0.60784316 ... 0.57254905 0.61960787 0.5803922 ],0
[0.74509805 0.63529414 0.61960787 ... 0.21960784 0.25882354 0.39607844],0
[0.44705883 0.43529412 0.38431373 ... 0.26666668 0.19215687 0.14117648],0
[0.22352941 0.49803922 0.827451   ... 0.27450982 0.27058825 0.25882354],0
[0.76862746 0.77254903 0.79607844 ... 0.01960784 0.03137255 0.03529412],0
[0.20784314 0.03529412 0.         ... 0.01960784 0.01176471 0.01176471],0
[0.41960785 0.41568628 0.4117647  ... 0.2901961  0.3019608  0.30980393],0
[0.18431373 0.11764706 0.09019608 ... 0.21960784 0.2784314  0.30588236],0
[0.05882353 0.06666667 0.0627451  ... 0.04705882 0.04705882 0.04705882],0
[0.07843138 0.07450981 0.07058824 ... 0.7294118  0.76862746 0.7294118 ],0
[0.65882355 0.6627451  0.63529414 ... 0.5921569  0.5921569  0.57254905],0
[0.92941177 0.93333334 0.9372549  ... 0.2901961  0.27058825 0.2627451 ],0
[0.5176471  0.54901963 0.56078434 ... 0.4745098  0.4509804  0.22352941],0
[0.6862745  0.6745098  0.6627451  ... 0.23921569 0.22352941 0.2       ],0
[0.78039217 0.80784315 0.827451   ... 0.99607843 0.9843137  0.96862745],0
[0.76862746 0.7764706  0.7764706  ... 0.18039216 0.1882353  0.19215687],0
[0.6313726  0.61960787 0.6039216  ... 0.5372549  0.54509807 0.54901963],0
[0.2901961  0.3019608  0.27058825 ... 0.07843138 0.10980392 0.14509805],0
[1.         1.         1.         ... 0.54901963 0.3647059  0.10588235],0
[0.63529414 0.627451   0.6313726  ... 0.5372549  0.31764707 0.15686275],0
[0.7647059  0.7607843  0.7607843  ... 0.25882354 0.25882354 0.2627451 ],0
[0.7019608  0.73333335 0.7294118  ... 0.2509804  0.16862746 0.18039216],0
[0.972549   0.96862745 0.96862745 ... 0.29411766 0.29803923 0.30588236],0
[0.8862745  0.89411765 0.9019608  ... 0.6509804  0.64705884 0.64705884],0
[0.53333336 0.45490196 0.5686275  ... 0.4509804  0.43529412 0.58431375],0
[0.9372549  0.94509804 0.9411765  ... 0.23921569 0.24313726 0.24313726],0
[0.25882354 0.27058825 0.2627451  ... 0.14117648 0.14117648 0.14901961],0
[0.05490196 0.05882353 0.0627451  ... 0.45882353 0.21960784 0.20784314],0
[0.14509805 0.14117648 0.14117648 ... 0.14117648 0.06666667 0.06666667],0
[0.24313726 0.24705882 0.2509804  ... 0.05882353 0.05490196 0.05098039],0
[0.90588236 0.9254902  0.92156863 ... 0.48235294 0.4627451  0.48235294],0
[0.8156863  0.8156863  0.8156863  ... 0.3529412  0.2509804  0.16862746],0
[0.8627451  0.8784314  0.81960785 ... 0.47843137 0.41568628 0.4117647 ],0
[0.06666667 0.08235294 0.10980392 ... 0.78039217 0.58431375 0.68235296],0
[0.4509804  0.43529412 0.4392157  ... 0.4117647  0.26666668 0.34509805],0
[0.9764706  0.9490196  0.7647059  ... 0.02352941 0.03921569 0.05490196],0
[1.         0.99607843 1.         ... 0.33333334 0.3019608  0.32941177],0
[0.4392157  0.4392157  0.44313726 ... 0.20392157 0.2        0.2       ],0
[0.627451   0.627451   0.6313726  ... 0.48235294 0.4862745  0.4862745 ],0
[0.6313726 0.5882353 0.6431373 ... 0.5137255 0.5019608 0.5058824],0
[0.98039216 0.98039216 0.98039216 ... 0.1882353  0.15294118 0.09411765],0
[0.5137255  0.54509807 0.5294118  ... 0.24313726 0.20392157 0.15686275],0
[0.9137255  0.91764706 0.92941177 ... 0.5254902  0.42745098 0.44705883],0
[0.02352941 0.02745098 0.01960784 ... 0.07058824 0.12156863 0.04313726],0
[0.9411765  0.98039216 0.99607843 ... 0.41960785 0.32941177 0.30980393],0
[0.7529412  0.74509805 0.7490196  ... 0.3372549  0.1882353  0.21960784],0
[0.6745098  0.6784314  0.6784314  ... 0.8117647  0.972549   0.92941177],0
[0.62352943 0.68235296 0.7019608  ... 0.16078432 0.16862746 0.1764706 ],0
[0.37254903 0.36862746 0.38039216 ... 0.46666667 0.47058824 0.46666667],0
[0.4        0.4        0.39607844 ... 0.07058824 0.07450981 0.02352941],0
[0.43529412 0.40392157 0.4627451  ... 0.32941177 0.27450982 0.3647059 ],0
[0.98039216 0.9882353  0.99607843 ... 0.23921569 0.24705882 0.26666668],0
[0.09803922 0.10588235 0.10980392 ... 0.10588235 0.15294118 0.2627451 ],0
[0.36862746 0.29803923 0.27058825 ... 0.24313726 0.25882354 0.17254902],0
[0.67058825 0.5764706  0.40392157 ... 0.09803922 0.02745098 0.08627451],0
[0.36862746 0.3647059  0.3647059  ... 0.20392157 0.24313726 0.2627451 ],0
[0.13333334 0.16862746 0.30980393 ... 0.09803922 0.10588235 0.1254902 ],0
[0.17254902 0.17254902 0.16862746 ... 0.6627451  0.49019608 0.40392157],0
[0.11372549 0.09411765 0.32156864 ... 0.2901961  0.25882354 0.23921569],0
[0.16470589 0.14901961 0.14901961 ... 0.00392157 0.00784314 0.00392157],0
[0.36078432 0.37254903 0.38431373 ... 0.23529412 0.1882353  0.20392157],0
[0.22745098 0.23137255 0.23529412 ... 0.01568628 0.01960784 0.02745098],0
[0.70980394 0.6509804  0.24705882 ... 0.2509804  0.50980395 0.49019608],0
[0.7764706  0.77254903 0.7490196  ... 0.05882353 0.06666667 0.05098039],0
[0.627451   0.627451   0.62352943 ... 0.39215687 0.4        0.42352942],0
[0.5882353  0.7137255  0.7254902  ... 0.52156866 0.38431373 0.3882353 ],0
[0.6509804  0.6627451  0.6745098  ... 0.00784314 0.00392157 0.01176471],0
[0.31764707 0.49803922 0.9607843  ... 0.44705883 0.42745098 0.4627451 ],0
[0.05098039 0.10196079 0.05490196 ... 0.14901961 0.10980392 0.04313726],0
[0.3882353  0.44313726 0.4862745  ... 0.3019608  0.33333334 0.3764706 ],0
[0.16078432 0.13725491 0.13725491 ... 0.43137255 0.39215687 0.30588236],0
[0.3529412  0.34509805 0.34509805 ... 0.6039216  0.58431375 0.6039216 ],0
[0.7294118  0.80784315 0.8117647  ... 0.18039216 0.10588235 0.08627451],0
[0.6666667  0.6784314  0.6862745  ... 0.09411765 0.06666667 0.08235294],0
[0.5058824  0.5176471  0.5254902  ... 0.15686275 0.09803922 0.12156863],0
[0.1764706  0.1764706  0.18039216 ... 0.47058824 0.45490196 0.42745098],0
[0.29411766 0.2901961  0.29411766 ... 0.23529412 0.3529412  0.54901963],0
[0.61960787 0.53333336 0.54901963 ... 0.22352941 0.16862746 0.15686275],0
[0.09411765 0.08627451 0.10196079 ... 0.14509805 0.01176471 0.02352941],0
[0.00392157 0.00392157 0.00392157 ... 0.46666667 0.47058824 0.5254902 ],0
[0.14901961 0.14901961 0.14509805 ... 0.14117648 0.21176471 0.09019608],0
[0.14509805 0.16078432 0.18039216 ... 0.89411765 0.85490197 0.8392157 ],0
[0.22745098 0.14901961 0.19607843 ... 0.06666667 0.1254902  0.07450981],0
[0.25490198 0.41568628 0.5058824  ... 0.36078432 0.38431373 0.3647059 ],0
[0.12156863 0.12941177 0.14117648 ... 0.39607844 0.35686275 0.3647059 ],0
[0.8980392  0.90588236 0.91764706 ... 0.18039216 0.16078432 0.15686275],0
[0.20392157 0.20784314 0.20784314 ... 0.3254902  0.32156864 0.31764707],0
[0.5137255  0.5411765  0.62352943 ... 0.42352942 0.43529412 0.4392157 ],0
[0.85882354 0.85882354 0.85882354 ... 0.8509804  0.8509804  0.84705883],0
[0.35686275 0.3529412  0.34901962 ... 0.60784316 0.5764706  0.6431373 ],0
[0.12941177 0.1254902  0.1254902  ... 0.41960785 0.40784314 0.4       ],0
[0.34509805 0.28235295 0.05490196 ... 0.6156863  0.62352943 0.5137255 ],0
[0.         0.01568628 0.09019608 ... 0.00392157 0.00392157 0.        ],0
[0.40784314 0.40392157 0.39607844 ... 0.23137255 0.29411766 0.25882354],0
[0.28627452 0.3647059  0.42745098 ... 0.85882354 0.6901961  0.33333334],0
[1.         1.         1.         ... 0.3647059  0.54901963 0.31764707],0
[0.7411765  0.7764706  0.81960785 ... 0.21176471 0.23137255 0.22745098],0
[0.5803922  0.5568628  0.4509804  ... 0.27450982 0.34901962 0.39607844],0
[0.654902   0.6509804  0.6509804  ... 0.4        0.38039216 0.38431373],0
[0.10980392 0.10980392 0.11372549 ... 0.06666667 0.00784314 0.0627451 ],0
[0.44313726 0.4392157  0.5372549  ... 0.12941177 0.16078432 0.21960784],0
[0.7647059  0.7647059  0.7490196  ... 0.05882353 0.03529412 0.04705882],0
[0.8039216  0.80784315 0.8        ... 0.15294118 0.14901961 0.16862746],0
[0.19215687 0.1882353  0.18431373 ... 0.30980393 0.19607843 0.18039216],0
[0.21960784 0.03137255 0.10196079 ... 0.2        0.23137255 0.21960784],0
[0.8235294  0.7607843  0.627451   ... 0.15686275 0.2        0.30588236],0
[0.77254903 0.54509807 0.60784316 ... 0.43137255 0.42352942 0.44705883],0
[0.03529412 0.03529412 0.03921569 ... 0.09411765 0.1254902  0.05882353],0
[0.21568628 0.21568628 0.21568628 ... 0.99215686 0.99215686 0.99215686],0
[0.7137255  0.7254902  0.7372549  ... 0.18039216 0.14117648 0.12156863],0
[0.8745098  0.90588236 0.8        ... 0.1254902  0.14117648 0.19607843],0
[0.7647059  0.7372549  0.7490196  ... 0.12941177 0.12941177 0.12941177],0
[0.7882353  0.8        0.8117647  ... 0.16078432 0.3019608  0.38039216],0
[0.38039216 0.37254903 0.36862746 ... 0.27058825 0.29411766 0.35686275],0
[0.7058824  0.7019608  0.69803923 ... 0.3254902  0.2509804  0.2627451 ],0
[0.43529412 0.45490196 0.4627451  ... 0.3647059  0.34901962 0.34117648],0
[0.7019608  0.84705883 0.95686275 ... 0.44313726 0.43529412 0.42745098],0
[0.05882353 0.16862746 0.1882353  ... 0.21176471 0.10588235 0.06666667],0
[0.25490198 0.28627452 0.3137255  ... 0.06666667 0.03921569 0.02745098],0
[0.80784315 0.8117647  0.5411765  ... 0.5176471  0.57254905 0.57254905],0
[0.8509804  0.8509804  0.85490197 ... 0.12156863 0.11372549 0.04705882],0
[0.0627451  0.06666667 0.06666667 ... 0.77254903 0.7607843  0.7607843 ],0
[0.93333334 0.9372549  0.9372549  ... 0.2509804  0.21960784 0.1882353 ],0
[0.90588236 0.91764706 0.92156863 ... 0.24313726 0.24313726 0.27058825],0
[0.17254902 0.1764706  0.1764706  ... 0.5176471  0.52156866 0.5176471 ],0
[0.12156863 0.18431373 0.23529412 ... 0.5647059  0.47058824 0.41960785],0
[0.67058825 0.6666667  0.6901961  ... 0.3529412  0.40392157 0.4627451 ],0
[0.4509804  0.4509804  0.4509804  ... 0.09019608 0.07843138 0.1254902 ],0
[0.92156863 0.92941177 0.9254902  ... 0.54901963 0.5411765  0.54509807],0
[0.14901961 0.15686275 0.15294118 ... 0.03137255 0.0627451  0.09411765],0
[0.9607843  0.9647059  0.972549   ... 0.13725491 0.13333334 0.10196079],0
[0.34901962 0.37254903 0.39607844 ... 0.07843138 0.07843138 0.07058824],0
[0.8352941  0.8352941  0.8352941  ... 0.53333336 0.73333335 0.84705883],0
[0.12156863 0.1254902  0.1254902  ... 0.44705883 0.41960785 0.46666667],0
[0.90588236 0.9098039  0.91764706 ... 0.1882353  0.1764706  0.08235294],0
[0.30588236 0.35686275 0.45490196 ... 0.16078432 0.12941177 0.10980392],0
[0.5647059  0.54509807 0.5294118  ... 0.04313726 0.03137255 0.02745098],0
[0.5137255  0.45882353 0.6901961  ... 0.14509805 0.22745098 0.42352942],0
[0.2784314  0.2509804  0.22352941 ... 0.09411765 0.16470589 0.14117648],0
[0.48235294 0.48235294 0.4862745  ... 0.5019608  0.4862745  0.49803922],0
[0.9490196  0.9529412  0.95686275 ... 0.23137255 0.23529412 0.22745098],0
[0.92941177 0.9411765  0.9529412  ... 0.3882353  0.45882353 0.5058824 ],0
[0.41960785 0.42352942 0.42745098 ... 0.5372549  0.5529412  0.5647059 ],0
[0.9647059  0.972549   0.9529412  ... 0.14117648 0.19607843 0.2       ],0
[0.10196079 0.10588235 0.10980392 ... 0.00392157 0.00392157 0.00392157],0
[0.01568628 0.02745098 0.01960784 ... 0.01176471 0.01176471 0.        ],0
[0.26666668 0.3254902  0.3882353  ... 0.40392157 0.39215687 0.40784314],0
[0.8117647 0.8235294 0.8117647 ... 0.9019608 0.9019608 0.9137255],0
[0.99607843 0.9882353  0.99607843 ... 0.3019608  0.38039216 0.35686275],0
[0.7882353  0.78431374 0.7882353  ... 0.38039216 0.38431373 0.3647059 ],0
[0.3529412  0.36078432 0.3647059  ... 0.33333334 0.627451   0.4627451 ],0
[0.6901961  0.7294118  0.7411765  ... 0.54509807 0.53333336 0.5254902 ],0
[0.30980393 0.3137255  0.54509807 ... 0.62352943 0.64705884 0.65882355],0
[0.24705882 0.14509805 0.15686275 ... 0.18039216 0.02745098 0.07450981],0
[0.28627452 0.28235295 0.28235295 ... 0.38039216 0.1882353  0.17254902],0
[0.99607843 0.99607843 0.99607843 ... 0.44705883 0.4392157  0.45882353],0
[0.28627452 0.29803923 0.6666667  ... 0.42352942 0.41568628 0.4       ],0
[0.9137255  0.9137255  0.90588236 ... 0.4862745  0.47843137 0.4745098 ],0
[0.43529412 0.41568628 0.40784314 ... 0.30588236 0.2627451  0.19607843],0
[0.45490196 0.46666667 0.5764706  ... 0.09411765 0.08627451 0.12156863],0
[0.7607843  0.76862746 0.77254903 ... 0.34509805 0.35686275 0.3647059 ],0
[0.03529412 0.03529412 0.03529412 ... 0.22352941 0.47843137 0.8784314 ],0
[0.63529414 0.7058824  0.7254902  ... 0.36862746 0.39607844 0.42745098],0
[0.6392157  0.6431373  0.64705884 ... 0.12156863 0.21960784 0.29411766],0
[0.59607846 0.5921569  0.5882353  ... 0.14901961 0.14901961 0.14901961],0
[0.5764706  0.6784314  0.8352941  ... 0.08627451 0.06666667 0.05882353],0
[0.93333334 0.93333334 0.9372549  ... 0.8784314  0.8784314  0.88235295],0
[0.54509807 0.50980395 0.49019608 ... 0.20784314 0.20392157 0.07058824],0
[0.88235295 0.8980392  0.9137255  ... 0.01176471 0.03137255 0.23921569],0
[0.32156864 0.29411766 0.4862745  ... 0.0627451  0.05882353 0.06666667],0
[0.5411765  0.47058824 0.32156864 ... 0.01960784 0.02352941 0.02352941],0
[0.7254902  0.7137255  0.7019608  ... 0.15686275 0.18431373 0.24705882],0
[0.72156864 0.73333335 0.7490196  ... 0.24705882 0.11764706 0.13725491],0
[0.03137255 0.03137255 0.03137255 ... 0.02352941 0.01960784 0.01960784],0
[0.69803923 0.69411767 0.69803923 ... 0.47843137 0.47843137 0.48235294],0
[0.53333336 0.39215687 0.34117648 ... 0.2627451  0.2627451  0.27450982],0
[0.4627451  0.45882353 0.5372549  ... 0.74509805 0.54509807 0.57254905],0
[0.63529414 0.75686276 0.85490197 ... 0.47843137 0.49019608 0.48235294],0
[0.9411765  0.92941177 0.9137255  ... 0.19607843 0.32156864 0.33333334],0
[0.48235294 0.49411765 0.5921569  ... 0.35686275 0.34901962 0.34509805],0
[0.8862745  0.9019608  0.91764706 ... 0.1254902  0.12941177 0.1254902 ],0
[0.6901961  0.6901961  0.69411767 ... 0.3647059  0.3647059  0.36078432],0
[0.68235296 0.70980394 0.6039216  ... 0.22352941 0.22745098 0.21960784],0
[0.41568628 0.42352942 0.42352942 ... 0.11764706 0.12941177 0.14117648],0
[0.7882353  0.78039217 0.77254903 ... 0.14509805 0.12941177 0.09019608],0
[0.8901961  0.89411765 0.89411765 ... 0.5803922  0.5019608  0.47843137],0
[0.44313726 0.45882353 0.47058824 ... 0.01960784 0.00392157 0.00784314],0
[0.23921569 0.4509804  0.70980394 ... 0.23921569 0.23137255 0.21568628],0
[0.13725491 0.16862746 0.29803923 ... 0.25490198 0.21568628 0.23921569],0
[0.00392157 0.00392157 0.00392157 ... 0.10588235 0.09411765 0.09803922],0
[0.9882353  0.9882353  0.99215686 ... 0.40392157 0.43137255 0.39215687],0
[0.6901961  0.69803923 0.7019608  ... 0.19215687 0.19607843 0.19215687],0
[0.16862746 0.13725491 0.13725491 ... 0.01960784 0.01960784 0.01960784],0
[0.40392157 0.5137255  0.6        ... 0.21568628 0.1764706  0.13725491],0
[0.3764706  0.42352942 0.4509804  ... 0.02745098 0.05882353 0.05490196],0
[0.9372549  0.92156863 0.78039217 ... 0.1764706  0.11372549 0.11764706],0
[0.10196079 0.10588235 0.11372549 ... 0.45882353 0.4627451  0.4509804 ],0
[0.7529412  0.7607843  0.7647059  ... 0.23529412 0.22745098 0.22352941],0
[0.6862745  0.5294118  0.65882355 ... 0.29411766 0.32941177 0.2627451 ],0
[0.78039217 0.7764706  0.7607843  ... 0.5254902  0.52156866 0.50980395],0
[0.8980392  0.91764706 0.9411765  ... 0.3647059  0.36078432 0.3254902 ],0
[0.2784314  0.2784314  0.2784314  ... 0.42745098 0.4117647  0.38431373],0
[0.09411765 0.13333334 0.11764706 ... 0.29411766 0.23921569 0.20784314],0
[0.50980395 0.5137255  0.52156866 ... 0.13333334 0.08235294 0.07843138],0
[0.44313726 0.58431375 0.59607846 ... 0.14509805 0.16470589 0.15294118],0
[0.25882354 0.25882354 0.25882354 ... 0.01176471 0.00392157 0.00784314],0
[0.32156864 0.32156864 0.31764707 ... 0.1254902  0.13333334 0.12941177],0
[0.08627451 0.09411765 0.11372549 ... 0.05098039 0.01568628 0.00392157],0
[0.6627451  0.6627451  0.65882355 ... 0.32156864 0.3137255  0.30980393],0
[1.         1.         1.         ... 0.25882354 0.24705882 0.2509804 ],0
[0.49411765 0.54509807 0.5568628  ... 0.11764706 0.10980392 0.09019608],0
[0.85490197 0.84313726 0.8392157  ... 0.06666667 0.08235294 0.09019608],0
[0.4        0.40392157 0.39215687 ... 0.20784314 0.20784314 0.22745098],0
[1.         1.         1.         ... 0.40392157 0.43529412 0.46666667],0
[0.9019608  0.9019608  0.9019608  ... 0.20392157 0.21176471 0.20784314],0
[0.95686275 0.96862745 0.9764706  ... 0.53333336 0.61960787 0.60784316],0
[0.2627451  0.26666668 0.27450982 ... 0.2509804  0.2509804  0.24705882],0
[0.9882353  1.         1.         ... 0.2901961  0.21568628 0.12156863],0
[0.38431373 0.3764706  0.3764706  ... 0.07058824 0.07450981 0.07843138],0
[0.8        0.8117647  0.8392157  ... 0.24313726 0.23921569 0.23137255],0
[0.5568628  0.57254905 0.56078434 ... 0.5686275  0.69411767 0.59607846],0
[0.12156863 0.14117648 0.14901961 ... 0.07843138 0.07450981 0.07450981],0
[0.44705883 0.45490196 0.4627451  ... 0.3019608  0.22745098 0.18431373],0
[0.5803922  0.5764706  0.57254905 ... 0.18431373 0.34509805 0.4117647 ],0
[0.39215687 0.22352941 0.22352941 ... 0.18431373 0.21176471 0.19215687],0
[0.9372549  0.9490196  0.9647059  ... 0.49411765 0.47058824 0.4509804 ],0
[0.8784314  0.8784314  0.8745098  ... 0.12156863 0.12156863 0.11764706],0
[0.07843138 0.08235294 0.16078432 ... 0.21568628 0.05882353 0.14509805],0
[0.95686275 0.95686275 0.95686275 ... 0.24313726 0.24705882 0.25882354],0
[0.01176471 0.01176471 0.01176471 ... 0.03921569 0.08627451 0.09019608],0
[0.37254903 0.43137255 0.6039216  ... 0.5686275  0.52156866 0.43137255],0
[0.34509805 0.4        0.3882353  ... 0.12941177 0.14117648 0.10196079],0
[0.54901963 0.627451   0.6431373  ... 0.29411766 0.21568628 0.36862746],0
[0.74509805 0.62352943 0.5921569  ... 0.43137255 0.39607844 0.3372549 ],0
[1.         1.         1.         ... 0.4392157  0.43529412 0.4509804 ],0
[0.34509805 0.34509805 0.35686275 ... 0.11372549 0.11372549 0.11372549],0
[0.8039216  0.80784315 0.8117647  ... 0.22745098 0.23529412 0.24313726],0
[0.8980392  0.9254902  0.9529412  ... 0.21568628 0.3529412  0.23137255],0
[0.23529412 0.23529412 0.23921569 ... 0.62352943 0.62352943 0.6313726 ],0
[0.52156866 0.38039216 0.34901962 ... 0.30588236 0.36862746 0.34117648],0
[0.6117647  0.5921569  0.7176471  ... 0.19607843 0.2        0.1254902 ],0
[0.19215687 0.22745098 0.16862746 ... 0.1764706  0.12156863 0.09411765],0
[0.2        0.21568628 0.34117648 ... 0.37254903 0.68235296 0.7411765 ],0
[0.10588235 0.09411765 0.04313726 ... 0.17254902 0.13725491 0.09803922],0
[0.12941177 0.14509805 0.14509805 ... 0.01960784 0.01568628 0.01960784],0
[0.92941177 0.92941177 0.92941177 ... 0.53333336 0.5764706  0.5254902 ],0
[1.         1.         1.         ... 0.6156863  0.56078434 0.5058824 ],0
[0.49803922 0.47843137 0.4117647  ... 0.18039216 0.18039216 0.15686275],0
[0.9411765  0.92941177 0.92156863 ... 0.23921569 0.2784314  0.29803923],0
[0.7058824  0.70980394 0.7176471  ... 0.34117648 0.33333334 0.42745098],0
[0.9098039  0.9098039  0.9137255  ... 0.18431373 0.18039216 0.16078432],0
[0.8745098  0.87058824 0.8666667  ... 0.14901961 0.11372549 0.09411765],0
[0.69803923 0.6901961  0.68235296 ... 0.2509804  0.22352941 0.17254902],0
[0.5764706  0.5882353  0.6039216  ... 0.09019608 0.10196079 0.10196079],0
[0.5921569  0.5882353  0.5803922  ... 0.02745098 0.03137255 0.05098039],0
[0.6745098  0.7372549  0.7411765  ... 0.2901961  0.29803923 0.32156864],0
[0.627451   0.49803922 0.49019608 ... 0.48235294 0.49411765 0.4862745 ],0
[0.12941177 0.13333334 0.13333334 ... 0.34509805 0.27450982 0.13333334],0
